0.0677419, 0
0.170968, 0
0.274194, 0
0.377419, 0
0.480645, 0
0.583871, 0
0.687097, 0
0.790323, 0
0.893548, 0
0.996774, 0
1.1, 0
1.20323, 0
1.30645, 0
1.40968, 0
1.5129, 0
1.61613, 0
1.71935, 0
1.82258, 0
1.92581, 0
2.02903, 0
2.13226, 0
2.23548, 0
2.33871, 0
2.44194, 0
2.54516, 0
2.64839, 0
2.75161, 0
2.85484, 0
2.95806, 0
3.06129, 0
3.16452, 0
3.26774, 0
3.37097, 0.000758938
3.47419, 0.000346784
3.57742, 0.00178419
3.68065, 0.0049362
3.78387, 0.0122992
3.8871, 0.0225909
3.99032, 0.035477
4.09355, 0.0549062
4.19677, 0.0785572
4.3, 0.110066
4.40323, 0.148557
4.50645, 0.19768
4.60968, 0.251898
4.7129, 0.323077
4.81613, 0.398766
4.91935, 0.467422
5.02258, 0.528393
5.12581, 0.592935
5.22903, 0.655471
5.33226, 0.718151
5.43548, 0.773414
5.53871, 0.830346
5.64194, 0.881216
5.74516, 0.926462
5.84839, 0.959625
5.95161, 0.977186
6.05484, 0.99392
6.15806, 1
6.26129, 0.998086
6.36452, 0.98708
6.46774, 0.977678
6.57097, 0.958646
6.67419, 0.925349
6.77742, 0.892446
6.88065, 0.85468
6.98387, 0.819367
7.0871, 0.787615
7.19032, 0.753162
7.29355, 0.713599
7.39677, 0.676393
7.5, 0.63451
7.60323, 0.594749
7.70645, 0.550065
7.80968, 0.507872
7.9129, 0.474927
8.01613, 0.445614
8.11935, 0.417866
8.22258, 0.391133
8.32581, 0.366675
8.42903, 0.344726
8.53226, 0.317997
8.63548, 0.297454
8.73871, 0.274748
8.84194, 0.255838
8.94516, 0.241857
9.04839, 0.228448
9.15161, 0.214099
9.25484, 0.204374
9.35806, 0.19466
9.46129, 0.183136
9.56452, 0.171752
9.66774, 0.16426
9.77097, 0.152926
9.87419, 0.146981
9.97742, 0.139287
10.0806, 0.133405
10.1839, 0.12735
10.2871, 0.12213
10.3903, 0.117577
10.4935, 0.11165
10.5968, 0.106301
10.7, 0.101378
10.8032, 0.0955519
10.9065, 0.0916608
11.0097, 0.0881025
11.1129, 0.0842763
11.2161, 0.0811096
11.3194, 0.0773443
11.4226, 0.0751665
11.5258, 0.0714677
11.629, 0.0688821
11.7323, 0.0649937
11.8355, 0.0621391
11.9387, 0.0597594
12.0419, 0.0578652
12.1452, 0.0555446
12.2484, 0.054352
12.3516, 0.0526295
12.4548, 0.0511094
12.5581, 0.0491545
12.6613, 0.0479374
12.7645, 0.0456842
12.8677, 0.0449056
12.971, 0.0433805
13.0742, 0.0424189
13.1774, 0.0418298
13.2806, 0.0408923
13.3839, 0.0405671
13.4871, 0.0391956
13.5903, 0.0386256
13.6935, 0.0377602
13.7968, 0.0367013
13.9, 0.0361722
14.0032, 0.0360075
14.1065, 0.035083
14.2097, 0.0350551
14.3129, 0.0345854
14.4161, 0.033837
14.5194, 0.0333104
14.6226, 0.0327796
14.7258, 0.032115
14.829, 0.0315152
14.9323, 0.031167
15.0355, 0.0309478
15.1387, 0.0298069
15.2419, 0.0301353
15.3452, 0.0291584
15.4484, 0.0286899
15.5516, 0.0284198
15.6548, 0.0275288
15.7581, 0.0270494
15.8613, 0.0263894
15.9645, 0.0259813
16.0677, 0.0254926
16.171, 0.0249711
16.2742, 0.0247069
16.3774, 0.0241561
16.4806, 0.0235961
16.5839, 0.0231755
16.6871, 0.0227018
16.7903, 0.0221253
16.8935, 0.0217817
16.9968, 0.0217245
17.1, 0.0204194
17.2032, 0.0206284
17.3065, 0.0202474
17.4097, 0.0198612
17.5129, 0.0194601
17.6161, 0.0192776
17.7194, 0.018706
17.8226, 0.0184543
17.9258, 0.0181658
18.029, 0.0180177
18.1323, 0.0172602
18.2355, 0.0179009
18.3387, 0.0170997
18.4419, 0.0169499
18.5452, 0.0168651
18.6484, 0.0165161
18.7516, 0.0164419
18.8548, 0.0162201
18.9581, 0.0163138
19.0613, 0.0159497
19.1645, 0.0155701
19.2677, 0.0157468
19.371, 0.0152199
19.4742, 0.0150278
19.5774, 0.0149515
19.6806, 0.0148157
19.7839, 0.0146718
19.8871, 0.0144998
19.9903, 0.0144949
20.0935, 0.0142587
20.1968, 0.0139265
20.3, 0.0138606
20.4032, 0.0134659
20.5065, 0.0132995
20.6097, 0.0129914
20.7129, 0.0128818
20.8161, 0.0127522
20.9194, 0.0125143
21.0226, 0.0122376
21.1258, 0.0122835
21.229, 0.0120291
21.3323, 0.0111305
21.4355, 0.0111241
21.5387, 0.0111686
21.6419, 0.0108081
21.7452, 0.0107787
21.8484, 0.0103929
21.9516, 0.010364
22.0548, 0.00962902
22.1581, 0.00989942
22.2613, 0.00963557
22.3645, 0.00971062
22.4677, 0.00878506
22.571, 0.00881735
22.6742, 0.00884901
22.7774, 0.00881002
22.8806, 0.00829806
22.9839, 0.00835384
23.0871, 0.00800607
23.1903, 0.00779057
23.2935, 0.00847293
23.3968, 0.00787287
23.5, 0.00746929
23.6032, 0.00744792
23.7065, 0.00724173
23.8097, 0.00723025
23.9129, 0.00675643
24.0161, 0.00705095
24.1194, 0.0064312
24.2226, 0.00645112
24.3258, 0.00785799
24.429, 0.00633625
24.5323, 0.00655546
24.6355, 0.00630691
24.7387, 0.0061852
24.8419, 0.0057967
24.9452, 0.00595557
25.0484, 0.0056814
25.1516, 0.00558418
25.2548, 0.00689604
25.3581, 0.00574403
25.4613, 0.00503762
25.5645, 0.00526657
25.6677, 0.00513852
25.771, 0.00510196
25.8742, 0.00447909
25.9774, 0.0047606
26.0806, 0.00476627
26.1839, 0.00454407
26.2871, 0.00414633
26.3903, 0.0039903
26.4935, 0.00430928
26.5968, 0.00392754
26.7, 0.00406577
26.8032, 0.00359303
26.9065, 0.00272818
27.0097, 0.00346272
27.1129, 0.00356191
27.2161, 0.00321429
27.3194, 0.00279895
27.4226, 0.00288624
27.5258, 0.00301947
27.629, 0.00343526
27.7323, 0.00313192
27.8355, 0.00176836
27.9387, 0.00175922
28.0419, 0.00131529
28.1452, 0.00223977
28.2484, 0.00335364
28.3516, 0.00184572
28.4548, 0.00380218
28.5581, 0.00187245
28.6613, 0.00173171
28.7645, 0
28.8677, 0
28.971, 0.00199272
29.0742, 0.000883511
29.1774, 0.00109868
29.2806, 0.0040554
29.3839, 0
29.4871, 0.000265008
29.5903, 0.00146398
29.6935, 0.000631294
29.7968, 0
29.9, 0
30.0032, 0.00127462
30.1065, 0.00126258
30.2097, 0.00173803
30.3129, 0
30.4161, 0.000653823
30.5194, 0.0012483
30.6226, 0
30.7258, 0.000256549
30.829, 0
30.9323, 0.00222607
31.0355, -9.71214e-05
31.1387, 0
31.2419, 0
31.3452, 0
